400;81;720;BEDRUCKEN NACH ZEICHNUNG;624-0046;30;10816501011;ZA-FL/17-BNA;05.03.2024;05.03.2024;6000;700;5300;1.34;134
500;81;600;KONTROLLE DRUCK;624-0046;30;10816501011;ZA-FL/17-BNA;05.03.2024;05.03.2024;6000;700;5300;0.58;135
600;81;600;VERPACKEN 100PCS LEGEN;624-0046;30;10816501011;ZA-FL/17-BNA;05.03.2024;05.03.2024;6000;700;5300;0.7;136
100;81;266;24 LÖTSTIFTE IN ZWEI 16-POL.;625-0001;10;16893721A00;931-SLR-THR/06-T&R;21.01.2025;21.01.2025;1000;1000;0;4.51;137
200;81;931001;IN 6-POL LEISTEN SÄGEN;625-0001;10;16893721A00;931-SLR-THR/06-T&R;21.01.2025;21.01.2025;1000;1000;0;1.33;138
300;81;899;ANSAUGKAPPEN VON HAND EINDR.;625-0001;10;16893721A00;931-SLR-THR/06-T&R;21.01.2025;21.01.2025;1000;1000;0;1.67;139
400;81;850;"15"" SPULE KPL. MONTIEREN.";625-0001;10;16893721A00;931-SLR-THR/06-T&R;21.01.2025;21.01.2025;1000;1000;0;0.01;140
500;81;850;BAUTEILE IN BLISTER VERPACKEN;625-0001;10;16893721A00;931-SLR-THR/06-T&R;21.01.2025;21.01.2025;1000;1000;0;0.56;141
100;81;20;KONTAKTFEDER IN GEH. FÜGEN.;625-0002;10;10816096;115-F-RKS/02-KB;14.01.2025;17.01.2025;8370;8370;0;18.14;142
200;81;20;BUCHSE IN GEHÄUSE EINLEGEN UND;625-0002;10;10816096;115-F-RKS/02-KB;17.01.2025;22.01.2025;8370;8370;0;24.72;143
300;81;100;SCHRAUBEN EINDREHEN MIT ZF-;625-0002;10;10816096;115-F-RKS/02-KB;22.01.2025;22.01.2025;8370;8370;0;13.41;144
400;81;100;SCHRAUBEN HOCHDREHEN MIT ZF-;625-0002;10;10816096;115-F-RKS/02-KB;22.01.2025;22.01.2025;8370;8370;0;13.41;145
500;81;600;VERPACKEN: 90 STÜCK, LEGEN.;625-0002;10;10816096;115-F-RKS/02-KB;22.01.2025;22.01.2025;8370;8370;0;4.74;146
100;81;111;06-POLIG FEDERN + BU IN GEH.;625-0005;10;10840006012;110-A-111/06-BNA;21.01.2025;21.01.2025;1000;1000;0;9.58;147
200;81;899;SCHRAUBEN EINDREHEN MIT ZF-;625-0005;10;10840006012;110-A-111/06-BNA;21.01.2025;21.01.2025;1000;1000;0;2.7;148
300;81;899;BUCHSE WIEDER RUNTERSCHRAUBEN;625-0005;10;10840006012;110-A-111/06-BNA;21.01.2025;21.01.2025;1000;1000;0;2.7;149
400;81;720;BEDRUCKEN MIT TINTENSTRAHL-;625-0005;10;10840006012;110-A-111/06-BNA;21.01.2025;21.01.2025;1000;1000;0;0.68;150
500;81;600;KONTROLLE DRUCK UND VERPACKEN:;625-0005;10;10840006012;110-A-111/06-BNA;21.01.2025;21.01.2025;1000;1000;0;1.15;151
100;81;900;03-POLIG FEDER + BU MIT VORR.;625-0006;10;50808003013;120-A-111/03-K-BNA;21.01.2025;21.01.2025;1000;1000;0;6.27;152
200;81;100;BUCHSEN HOCHSCHRAUBEN.;625-0006;10;50808003013;120-A-111/03-K-BNA;21.01.2025;21.01.2025;1000;1000;0;1.88;153
300;81;800;DECKEL MIT GEHÄUSE VERSCHALLEN;625-0006;10;50808003013;120-A-111/03-K-BNA;21.01.2025;21.01.2025;1000;1000;0;1.73;154
400;81;100;BUCHSEN RUNTERSCHRAUBEN.;625-0006;10;50808003013;120-A-111/03-K-BNA;21.01.2025;21.01.2025;1000;1000;0;1.88;155
500;81;720;BEDRUCKEN MIT TINTENSTRAHL-;625-0006;10;50808003013;120-A-111/03-K-BNA;21.01.2025;21.01.2025;1000;1000;0;0.68;156
600;81;600;KONTROLLE DRUCK UND VERPACKEN:;625-0006;10;50808003013;120-A-111/03-K-BNA;21.01.2025;21.01.2025;1000;1000;0;0.75;157
100;81;900;BU + DS IN GEH. EINLEGEN.;625-0007;10;20871612;951-T-DS/02;21.01.2025;21.01.2025;750;750;0;2.75;158
200;81;195;SCHRAUBEN EINDREHEN A. AUTOMAT;625-0007;10;20871612;951-T-DS/02;21.01.2025;21.01.2025;750;750;0;0.39;159
100;81;900;BU + DS IN GEHÄUSE EINLEGEN.;625-0008;10;20874012;974-DS/12;21.01.2025;21.01.2025;1400;1400;0;27.53;160
200;81;197;SCHRAUBEN EINDREHEN A.AUTOMAT;625-0008;10;20874012;974-DS/12;21.01.2025;21.01.2025;1400;1400;0;5.36;161
100;81;123;JOIN SPRING + TBY AND INSERT;625-0009;10;18858660011;121-D-611/02-C1Z-OR-BNA;02.01.2025;09.01.2025;30000;30000;0;169.35;162
200;81;100;SCREW IN SCREWS WITH FEED;625-0009;10;18858660011;121-D-611/02-C1Z-OR-BNA;09.01.2025;10.01.2025;30000;30000;0;48.05;163
300;81;730;PRINT WITH INKJET PRINTER;625-0009;10;18858660011;121-D-611/02-C1Z-OR-BNA;10.01.2025;14.01.2025;30000;30000;0;20.5;164
400;81;800;WELD STRAIN RELIEF WITH ULTRA-;625-0009;10;18858660011;121-D-611/02-C1Z-OR-BNA;14.01.2025;21.01.2025;30000;30000;0;70;165
500;81;100;SCREW TERMINAL BODIES DOWN;625-0009;10;18858660011;121-D-611/02-C1Z-OR-BNA;21.01.2025;22.01.2025;30000;30000;0;48.05;166
600;81;600;CONTROL PRINTING AND PACK:;625-0009;10;18858660011;121-D-611/02-C1Z-OR-BNA;22.01.2025;22.01.2025;30000;30000;0;23.5;167
100;81;328;64 LÖTSTIFTE IN 64-POL. LEISTE;626-0001;10;12893633;971-SLW/02-STS-10,5;20.01.2026;20.01.2026;4000;4000;0;4.84;168
200;81;479;IN 2-POL LEISTEN BRECHEN.;626-0001;10;12893633;971-SLW/02-STS-10,5;20.01.2026;20.01.2026;4000;4000;0;1.17;169
300;81;600;VERPACKEN: 500 STÜCK, SCHÜTTEN;626-0001;10;12893633;971-SLW/02-STS-10,5;20.01.2026;20.01.2026;4000;4000;0;0.67;170
